Gm#,Date,Tm,@,Opp,last_opp,new_series,series
1,2024-03-28,CHC,@,TEX,,True,1.0
2,2024-03-30,CHC,@,TEX,TEX,False,1.0
3,2024-03-31,CHC,@,TEX,TEX,False,1.0
4,2024-04-01,CHC,,COL,TEX,True,2.0
5,2024-04-02,CHC,,COL,COL,False,2.0
6,2024-04-03,CHC,,COL,COL,False,2.0
7,2024-04-05,CHC,,LAD,COL,True,3.0
8,2024-04-06,CHC,,LAD,LAD,False,3.0
9,2024-04-07,CHC,,LAD,LAD,False,3.0
10,2024-04-08,CHC,@,SDP,LAD,True,4.0
11,2024-04-09,CHC,@,SDP,SDP,False,4.0
12,2024-04-10,CHC,@,SDP,SDP,False,4.0
13,2024-04-12,CHC,@,SEA,SDP,True,5.0
14,2024-04-13,CHC,@,SEA,SEA,False,5.0
15,2024-04-14,CHC,@,SEA,SEA,False,5.0
16,2024-04-15,CHC,@,ARI,SEA,True,6.0
17,2024-04-16,CHC,@,ARI,ARI,False,6.0
18,2024-04-17,CHC,@,ARI,ARI,False,6.0
19,2024-04-19,CHC,,MIA,ARI,True,7.0
20,2024-04-20,CHC,,MIA,MIA,False,7.0
21,2024-04-20,CHC,,MIA,MIA,False,7.0
22,2024-04-21,CHC,,MIA,MIA,False,7.0
23,2024-04-23,CHC,,HOU,MIA,True,8.0
24,2024-04-24,CHC,,HOU,HOU,False,8.0
25,2024-04-25,CHC,,HOU,HOU,False,8.0
26,2024-04-26,CHC,@,BOS,HOU,True,9.0
27,2024-04-27,CHC,@,BOS,BOS,False,9.0
28,2024-04-28,CHC,@,BOS,BOS,False,9.0
29,2024-04-29,CHC,@,NYM,BOS,True,10.0
30,2024-04-30,CHC,@,NYM,NYM,False,10.0
31,2024-05-01,CHC,@,NYM,NYM,False,10.0
32,2024-05-02,CHC,@,NYM,NYM,False,10.0
33,2024-05-03,CHC,,MIL,NYM,True,11.0
34,2024-05-04,CHC,,MIL,MIL,False,11.0
35,2024-05-05,CHC,,MIL,MIL,False,11.0
36,2024-05-06,CHC,,SDP,MIL,True,12.0
37,2024-05-07,CHC,,SDP,SDP,False,12.0
38,2024-05-08,CHC,,SDP,SDP,False,12.0
39,2024-05-10,CHC,@,PIT,SDP,True,13.0
40,2024-05-11,CHC,@,PIT,PIT,False,13.0
41,2024-05-12,CHC,@,PIT,PIT,False,13.0
42,2024-05-13,CHC,@,ATL,PIT,True,14.0
43,2024-05-14,CHC,@,ATL,ATL,False,14.0
44,2024-05-15,CHC,@,ATL,ATL,False,14.0
45,2024-05-16,CHC,,PIT,ATL,True,15.0
46,2024-05-17,CHC,,PIT,PIT,False,15.0
47,2024-05-18,CHC,,PIT,PIT,False,15.0
48,2024-05-19,CHC,,PIT,PIT,False,15.0
49,2024-05-21,CHC,,ATL,PIT,True,16.0
50,2024-05-22,CHC,,ATL,ATL,False,16.0
51,2024-05-23,CHC,,ATL,ATL,False,16.0
52,2024-05-25,CHC,@,STL,ATL,True,17.0
53,2024-05-26,CHC,@,STL,STL,False,17.0
54,2024-05-27,CHC,@,MIL,STL,True,18.0
55,2024-05-28,CHC,@,MIL,MIL,False,18.0
56,2024-05-29,CHC,@,MIL,MIL,False,18.0
57,2024-05-30,CHC,@,MIL,MIL,False,18.0
58,2024-05-31,CHC,,CIN,MIL,True,19.0
59,2024-06-01,CHC,,CIN,CIN,False,19.0
60,2024-06-02,CHC,,CIN,CIN,False,19.0
61,2024-06-04,CHC,,CHW,CIN,True,20.0
62,2024-06-05,CHC,,CHW,CHW,False,20.0
63,2024-06-06,CHC,@,CIN,CHW,True,21.0
64,2024-06-07,CHC,@,CIN,CIN,False,21.0
65,2024-06-08,CHC,@,CIN,CIN,False,21.0
66,2024-06-09,CHC,@,CIN,CIN,False,21.0
67,2024-06-11,CHC,@,TBR,CIN,True,22.0
68,2024-06-12,CHC,@,TBR,TBR,False,22.0
69,2024-06-13,CHC,@,TBR,TBR,False,22.0
70,2024-06-14,CHC,,STL,TBR,True,23.0
71,2024-06-15,CHC,,STL,STL,False,23.0
72,2024-06-16,CHC,,STL,STL,False,23.0
73,2024-06-17,CHC,,SFG,STL,True,24.0
74,2024-06-18,CHC,,SFG,SFG,False,24.0
75,2024-06-19,CHC,,SFG,SFG,False,24.0
76,2024-06-21,CHC,,NYM,SFG,True,25.0
77,2024-06-22,CHC,,NYM,NYM,False,25.0
78,2024-06-23,CHC,,NYM,NYM,False,25.0
79,2024-06-24,CHC,@,SFG,NYM,True,26.0
80,2024-06-25,CHC,@,SFG,SFG,False,26.0
81,2024-06-26,CHC,@,SFG,SFG,False,26.0
82,2024-06-27,CHC,@,SFG,SFG,False,26.0
83,2024-06-28,CHC,@,MIL,SFG,True,27.0
84,2024-06-29,CHC,@,MIL,MIL,False,27.0
85,2024-06-30,CHC,@,MIL,MIL,False,27.0
86,2024-07-02,CHC,,PHI,MIL,True,28.0
87,2024-07-03,CHC,,PHI,PHI,False,28.0
88,2024-07-04,CHC,,PHI,PHI,False,28.0
89,2024-07-05,CHC,,LAA,PHI,True,29.0
90,2024-07-06,CHC,,LAA,LAA,False,29.0
91,2024-07-07,CHC,,LAA,LAA,False,29.0
92,2024-07-09,CHC,@,BAL,LAA,True,30.0
93,2024-07-10,CHC,@,BAL,BAL,False,30.0
94,2024-07-11,CHC,@,BAL,BAL,False,30.0
95,2024-07-12,CHC,@,STL,BAL,True,31.0
96,2024-07-13,CHC,@,STL,STL,False,31.0
97,2024-07-13,CHC,@,STL,STL,False,31.0
98,2024-07-14,CHC,@,STL,STL,False,31.0
99,2024-07-19,CHC,,ARI,STL,True,32.0
100,2024-07-20,CHC,,ARI,ARI,False,32.0
101,2024-07-21,CHC,,ARI,ARI,False,32.0
102,2024-07-22,CHC,,MIL,ARI,True,33.0
103,2024-07-23,CHC,,MIL,MIL,False,33.0
104,2024-07-24,CHC,,MIL,MIL,False,33.0
105,2024-07-26,CHC,@,KCR,MIL,True,34.0
106,2024-07-27,CHC,@,KCR,KCR,False,34.0
107,2024-07-28,CHC,@,KCR,KCR,False,34.0
108,2024-07-29,CHC,@,CIN,KCR,True,35.0
109,2024-07-30,CHC,@,CIN,CIN,False,35.0
110,2024-07-31,CHC,@,CIN,CIN,False,35.0
111,2024-08-01,CHC,,STL,CIN,True,36.0
112,2024-08-02,CHC,,STL,STL,False,36.0
113,2024-08-03,CHC,,STL,STL,False,36.0
114,2024-08-04,CHC,,STL,STL,False,36.0
115,2024-08-05,CHC,,MIN,STL,True,37.0
116,2024-08-06,CHC,,MIN,MIN,False,37.0
117,2024-08-07,CHC,,MIN,MIN,False,37.0
118,2024-08-09,CHC,@,CHW,MIN,True,38.0
119,2024-08-10,CHC,@,CHW,CHW,False,38.0
120,2024-08-12,CHC,@,CLE,CHW,True,39.0
121,2024-08-13,CHC,@,CLE,CLE,False,39.0
122,2024-08-14,CHC,@,CLE,CLE,False,39.0
123,2024-08-16,CHC,,TOR,CLE,True,40.0
124,2024-08-17,CHC,,TOR,TOR,False,40.0
125,2024-08-18,CHC,,TOR,TOR,False,40.0
126,2024-08-20,CHC,,DET,TOR,True,41.0
127,2024-08-21,CHC,,DET,DET,False,41.0
128,2024-08-22,CHC,,DET,DET,False,41.0
129,2024-08-23,CHC,@,MIA,DET,True,42.0
130,2024-08-24,CHC,@,MIA,MIA,False,42.0
131,2024-08-25,CHC,@,MIA,MIA,False,42.0
132,2024-08-26,CHC,@,PIT,MIA,True,43.0
133,2024-08-27,CHC,@,PIT,PIT,False,43.0
134,2024-08-28,CHC,@,PIT,PIT,False,43.0
135,2024-08-30,CHC,@,WSN,PIT,True,44.0
136,2024-08-31,CHC,@,WSN,WSN,False,44.0
137,2024-09-01,CHC,@,WSN,WSN,False,44.0
138,2024-09-02,CHC,,PIT,WSN,True,45.0
139,2024-09-03,CHC,,PIT,PIT,False,45.0
140,2024-09-04,CHC,,PIT,PIT,False,45.0
141,2024-09-06,CHC,,NYY,PIT,True,46.0
142,2024-09-07,CHC,,NYY,NYY,False,46.0
143,2024-09-08,CHC,,NYY,NYY,False,46.0
144,2024-09-09,CHC,@,LAD,NYY,True,47.0
145,2024-09-10,CHC,@,LAD,LAD,False,47.0
146,2024-09-11,CHC,@,LAD,LAD,False,47.0
147,2024-09-13,CHC,@,COL,LAD,True,48.0
148,2024-09-14,CHC,@,COL,COL,False,48.0
149,2024-09-15,CHC,@,COL,COL,False,48.0
150,2024-09-16,CHC,,OAK,COL,True,49.0
151,2024-09-17,CHC,,OAK,OAK,False,49.0
152,2024-09-18,CHC,,OAK,OAK,False,49.0
153,2024-09-19,CHC,,WSN,OAK,True,50.0
154,2024-09-20,CHC,,WSN,WSN,False,50.0
155,2024-09-21,CHC,,WSN,WSN,False,50.0
156,2024-09-22,CHC,,WSN,WSN,False,50.0
157,2024-09-23,CHC,@,PHI,WSN,True,51.0
158,2024-09-24,CHC,@,PHI,PHI,False,51.0
159,2024-09-25,CHC,@,PHI,PHI,False,51.0
160,2024-09-27,CHC,,CIN,PHI,True,52.0
161,2024-09-28,CHC,,CIN,CIN,False,52.0
162,2024-09-29,CHC,,CIN,CIN,False,52.0
