Gm#,Date,Tm,@,Opp,last_opp,new_series,series
1,2024-03-29,NYM,,MIL,,True,1.0
2,2024-03-30,NYM,,MIL,MIL,False,1.0
3,2024-03-31,NYM,,MIL,MIL,False,1.0
4,2024-04-01,NYM,,DET,MIL,True,2.0
5,2024-04-04,NYM,,DET,DET,False,2.0
6,2024-04-04,NYM,,DET,DET,False,2.0
7,2024-04-05,NYM,@,CIN,DET,True,3.0
8,2024-04-06,NYM,@,CIN,CIN,False,3.0
9,2024-04-07,NYM,@,CIN,CIN,False,3.0
10,2024-04-08,NYM,@,ATL,CIN,True,4.0
11,2024-04-09,NYM,@,ATL,ATL,False,4.0
12,2024-04-11,NYM,@,ATL,ATL,False,4.0
13,2024-04-12,NYM,,KCR,ATL,True,5.0
14,2024-04-13,NYM,,KCR,KCR,False,5.0
15,2024-04-14,NYM,,KCR,KCR,False,5.0
16,2024-04-15,NYM,,PIT,KCR,True,6.0
17,2024-04-16,NYM,,PIT,PIT,False,6.0
18,2024-04-17,NYM,,PIT,PIT,False,6.0
19,2024-04-19,NYM,@,LAD,PIT,True,7.0
20,2024-04-20,NYM,@,LAD,LAD,False,7.0
21,2024-04-21,NYM,@,LAD,LAD,False,7.0
22,2024-04-22,NYM,@,SFG,LAD,True,8.0
23,2024-04-23,NYM,@,SFG,SFG,False,8.0
24,2024-04-24,NYM,@,SFG,SFG,False,8.0
25,2024-04-26,NYM,,STL,SFG,True,9.0
26,2024-04-27,NYM,,STL,STL,False,9.0
27,2024-04-28,NYM,,STL,STL,False,9.0
28,2024-04-29,NYM,,CHC,STL,True,10.0
29,2024-04-30,NYM,,CHC,CHC,False,10.0
30,2024-05-01,NYM,,CHC,CHC,False,10.0
31,2024-05-02,NYM,,CHC,CHC,False,10.0
32,2024-05-03,NYM,@,TBR,CHC,True,11.0
33,2024-05-04,NYM,@,TBR,TBR,False,11.0
34,2024-05-05,NYM,@,TBR,TBR,False,11.0
35,2024-05-06,NYM,@,STL,TBR,True,12.0
36,2024-05-07,NYM,@,STL,STL,False,12.0
37,2024-05-10,NYM,,ATL,STL,True,13.0
38,2024-05-11,NYM,,ATL,ATL,False,13.0
39,2024-05-12,NYM,,ATL,ATL,False,13.0
40,2024-05-13,NYM,,PHI,ATL,True,14.0
41,2024-05-14,NYM,,PHI,PHI,False,14.0
42,2024-05-15,NYM,@,PHI,PHI,False,14.0
43,2024-05-16,NYM,@,PHI,PHI,False,14.0
44,2024-05-17,NYM,@,MIA,PHI,True,15.0
45,2024-05-18,NYM,@,MIA,MIA,False,15.0
46,2024-05-19,NYM,@,MIA,MIA,False,15.0
47,2024-05-20,NYM,@,CLE,MIA,True,16.0
48,2024-05-21,NYM,@,CLE,CLE,False,16.0
49,2024-05-22,NYM,@,CLE,CLE,False,16.0
50,2024-05-24,NYM,,SFG,CLE,True,17.0
51,2024-05-25,NYM,,SFG,SFG,False,17.0
